0	 0
50000	 1
100000	 1
150000	 1
200000	 2
250000	 2
300000	 2
350000	 3
400000	 3
450000	 4
500000	 4
550000	 4
600000	 5
650000	 5
700000	 6
750000	 6
800000	 6
850000	 7
900000	 7
950000	 8
1000000	 9
1050000	 9
1100000	 9
1150000	 11
1200000	 10
1250000	 11
1300000	 11
1350000	 11
1400000	 12
1450000	 12
1500000	 12
1550000	 13
1600000	 13
1650000	 13
1700000	 14
1750000	 15
1800000	 15
1850000	 15
1900000	 15
1950000	 15
2000000	 16
2050000	 16
2100000	 17
2150000	 18
2200000	 18
2250000	 18
2300000	 18
2350000	 18
2400000	 19
2450000	 20
2500000	 20
2550000	 21
2600000	 21
2650000	 22
2700000	 22
2750000	 23
2800000	 23
2850000	 22
2900000	 23
2950000	 23
3000000	 24
3050000	 24
3100000	 25
3150000	 26
3200000	 27
3250000	 26
3300000	 26
3350000	 26
3400000	 28
3450000	 28
3500000	 29
3550000	 29
3600000	 29
3650000	 30
3700000	 30
3750000	 30
3800000	 31
3850000	 31
3900000	 32
3950000	 32
4000000	 32
4050000	 32
4100000	 33
4150000	 33
4200000	 33
4250000	 34
4300000	 36
4350000	 35
4400000	 36
4450000	 37
4500000	 37
4550000	 37
4600000	 38
4650000	 38
4700000	 37
4750000	 39
4800000	 38
4850000	 38
4900000	 40
4950000	 39
5000000	 41
5050000	 40
5100000	 41
5150000	 42
5200000	 43
5250000	 44
5300000	 46
5350000	 47
5400000	 51
5450000	 52
5500000	 54
5550000	 55
5600000	 55
5650000	 55
5700000	 56
5750000	 55
5800000	 56
5850000	 56
5900000	 56
5950000	 58
6000000	 58
6050000	 58
6100000	 59
6150000	 60
6200000	 61
6250000	 60
6300000	 60
6350000	 63
6400000	 63
6450000	 62
6500000	 64
6550000	 65
6600000	 64
6650000	 64
6700000	 63
6750000	 65
6800000	 68
6850000	 66
6900000	 67
6950000	 67
7000000	 68
7050000	 70
7100000	 68
7150000	 69
7200000	 68
7250000	 69
7300000	 70
7350000	 72
7400000	 73
7450000	 72
7500000	 72
7550000	 73
7600000	 74
7650000	 74
7700000	 75
7750000	 76
7800000	 75
7850000	 76
7900000	 76
7950000	 77
8000000	 78
8050000	 78
8100000	 79
8150000	 79
8200000	 81
8250000	 80
8300000	 81
8350000	 81
8400000	 82
8450000	 83
8500000	 84
8550000	 83
8600000	 83
8650000	 85
8700000	 85
8750000	 85
8800000	 87
8850000	 84
8900000	 87
8950000	 88
9000000	 87
9050000	 88
9100000	 88
9150000	 88
9200000	 89
9250000	 89
9300000	 90
9350000	 90
9400000	 90
9450000	 91
9500000	 93
9550000	 92
9600000	 91
9650000	 92
9700000	 92
9750000	 92
9800000	 92
9850000	 95
9900000	 97
9950000	 98
